timestamp,date,hour,shift,lot_id,product_id,process_step,equipment_id,cleaning_bath,carrier_id,carrier_type,bath_temp_c,chemical_concentration_pct,flow_rate_lpm,filter_life_day,particle_count,ni_contamination_ppb,inspection_count,defect_count,defect_rate,ng_type,rework_required,anomaly_flag,root_cause_hint,action_taken
2024-01-15T05:52:00.000Z,2024-01-15,5,A,LOT-053,PROD-A,ETCH,EQP-01,BATH-2,CAR-002,A,65,11.39,4.59,6,60,1.61,100,2,0.02,CONTAMINATION,false,0,,
2024-01-15T03:52:00.000Z,2024-01-15,3,A,LOT-054,PROD-B,CLEAN,EQP-01,BATH-1,CAR-006,B,67.9,11.03,6.73,25,92,10.84,100,4,0.04,SCRATCH,false,0,,
2024-01-15T01:44:00.000Z,2024-01-15,1,A,LOT-055,PROD-B,ETCH,EQP-02,BATH-1,CAR-010,C,68.1,9.35,4.21,6,134,9.11,100,3,0.03,CONTAMINATION,false,0,,
2024-01-15T07:42:00.000Z,2024-01-15,7,A,LOT-056,PROD-B,CLEAN,EQP-04,BATH-1,CAR-004,A,69.1,11.12,5.53,19,200,3.89,100,1,0.01,CONTAMINATION,false,0,,
2024-01-15T09:56:00.000Z,2024-01-15,9,B,LOT-057,PROD-B,COAT,EQP-03,BATH-1,CAR-003,A,56.2,10.45,6.74,16,239,18.38,100,10,0.1,CONTAMINATION,true,0,,
2024-01-14T22:11:00.000Z,2024-01-14,22,C,LOT-058,PROD-A,ETCH,EQP-02,BATH-2,CAR-003,C,69.9,13.47,5.07,10,131,7.39,100,1,0.01,CONTAMINATION,false,0,,
2024-01-14T21:33:00.000Z,2024-01-14,21,C,LOT-059,PROD-B,COAT,EQP-02,BATH-2,CAR-002,A,64.3,13.57,3.34,2,178,10.43,100,1,0.01,PARTICLE,false,0,,
2024-01-14T23:33:00.000Z,2024-01-14,23,C,LOT-060,PROD-A,INSPECT,EQP-03,BATH-1,CAR-010,B,48.9,9.84,3.08,18,320,18.12,100,10,0.1,DIMENSION,true,1,EQP-03 carrier contamination (type B),Bath concentration adjusted
2024-01-14T16:14:00.000Z,2024-01-14,16,C,LOT-061,PROD-B,COAT,EQP-04,BATH-1,CAR-005,A,44.7,10.52,4.43,5,105,11.75,100,3,0.03,DIMENSION,false,0,,
2024-01-15T10:11:00.000Z,2024-01-15,10,B,LOT-062,PROD-B,INSPECT,EQP-02,BATH-1,CAR-008,C,63.6,13.9,5.45,5,298,9.8,100,4,0.04,PARTICLE,false,0,,
2024-01-14T19:24:00.000Z,2024-01-14,19,C,LOT-063,PROD-A,CLEAN,EQP-01,BATH-1,CAR-001,A,67.2,14.66,2.96,22,174,8.51,100,4,0.04,CONTAMINATION,false,0,,
2024-01-15T07:43:00.000Z,2024-01-15,7,A,LOT-064,PROD-B,COAT,EQP-02,BATH-2,CAR-002,A,44,13.32,2.66,26,228,11.82,100,2,0.02,CONTAMINATION,false,0,,
2024-01-14T21:31:00.000Z,2024-01-14,21,C,LOT-065,PROD-A,INSPECT,EQP-01,BATH-1,CAR-005,A,62.4,10.17,5.2,25,250,1.58,100,1,0.01,SCRATCH,false,0,,
2024-01-15T12:56:00.000Z,2024-01-15,12,B,LOT-066,PROD-A,COAT,EQP-04,BATH-1,CAR-003,B,63.1,12.25,7.59,23,291,5.7,100,1,0.01,DIMENSION,false,0,,
2024-01-15T05:12:00.000Z,2024-01-15,5,A,LOT-067,PROD-A,CLEAN,EQP-03,BATH-2,CAR-009,A,46.4,7.22,4.03,18,488,15.29,100,10,0.1,SCRATCH,true,1,EQP-03 carrier contamination (type B),Filter replaced
2024-01-16T13:26:00.000Z,2024-01-16,13,B,LOT-068,PROD-B,CLEAN,EQP-04,BATH-1,CAR-009,A,48.5,5.8,4.72,20,196,11.81,100,2,0.02,SCRATCH,false,0,,
2024-01-16T07:33:00.000Z,2024-01-16,7,A,LOT-069,PROD-A,COAT,EQP-03,BATH-1,CAR-009,B,61.5,6.7,6.33,11,273,13.76,100,7,0.07,DIMENSION,true,1,EQP-03 carrier contamination (type B),Maintenance team notified
2024-01-16T08:17:00.000Z,2024-01-16,8,B,LOT-070,PROD-B,CLEAN,EQP-04,BATH-1,CAR-001,B,59.3,14.71,5.25,13,169,7.32,100,1,0.01,SCRATCH,false,0,,
2024-01-16T01:59:00.000Z,2024-01-16,1,A,LOT-071,PROD-A,ETCH,EQP-01,BATH-3,CAR-009,A,64.2,6.05,3.41,11,216,4.93,100,2,0.02,SCRATCH,false,0,,
2024-01-16T09:38:00.000Z,2024-01-16,9,B,LOT-072,PROD-B,INSPECT,EQP-01,BATH-3,CAR-007,C,64.5,14.45,2.58,17,157,5.3,100,1,0.01,SCRATCH,false,0,,
2024-01-16T06:55:00.000Z,2024-01-16,6,A,LOT-073,PROD-B,INSPECT,EQP-04,BATH-3,CAR-009,C,61.6,6.69,7.1,15,68,4.03,100,2,0.02,PARTICLE,false,0,,
2024-01-16T08:49:00.000Z,2024-01-16,8,B,LOT-074,PROD-A,ETCH,EQP-02,BATH-2,CAR-005,A,51.4,11.77,5.79,6,243,2.59,100,1,0.01,SCRATCH,false,0,,
2024-01-15T21:30:00.000Z,2024-01-15,21,C,LOT-075,PROD-A,INSPECT,EQP-04,BATH-3,CAR-001,A,55.1,10.01,4.05,22,102,11.89,100,3,0.03,SCRATCH,false,0,,
2024-01-15T22:25:00.000Z,2024-01-15,22,C,LOT-076,PROD-A,ETCH,EQP-03,BATH-1,CAR-009,A,50.8,14,4.61,6,220,9.67,100,7,0.07,SCRATCH,true,0,,
2024-01-16T02:50:00.000Z,2024-01-16,2,A,LOT-077,PROD-B,ETCH,EQP-02,BATH-3,CAR-006,B,60.2,8.04,3.26,15,116,9.66,100,1,0.01,CONTAMINATION,false,0,,
2024-01-16T10:34:00.000Z,2024-01-16,10,B,LOT-078,PROD-B,INSPECT,EQP-03,BATH-1,CAR-001,B,51,10.95,5.98,28,354,14.45,100,10,0.1,DIMENSION,true,1,Ni contamination above threshold,Bath concentration adjusted
2024-01-15T23:35:00.000Z,2024-01-15,23,C,LOT-079,PROD-A,INSPECT,EQP-03,BATH-2,CAR-010,A,42.7,8.08,4.91,6,476,7.88,100,6,0.06,PARTICLE,true,0,,
2024-01-16T08:35:00.000Z,2024-01-16,8,B,LOT-080,PROD-A,INSPECT,EQP-02,BATH-1,CAR-005,C,65.5,14.06,5.05,1,270,0.3,100,4,0.04,DIMENSION,false,0,,
2024-01-15T15:16:00.000Z,2024-01-15,15,B,LOT-081,PROD-A,ETCH,EQP-01,BATH-3,CAR-007,B,58.6,6.6,3.52,9,262,6.02,100,1,0.01,PARTICLE,false,0,,
2024-01-15T15:17:00.000Z,2024-01-15,15,B,LOT-082,PROD-A,CLEAN,EQP-01,BATH-1,CAR-003,B,63.7,9.59,3.35,3,92,2.83,100,3,0.03,DIMENSION,false,0,,
2024-01-15T19:40:00.000Z,2024-01-15,19,C,LOT-083,PROD-B,INSPECT,EQP-04,BATH-3,CAR-010,C,63.2,9.86,5.3,7,133,7.02,100,3,0.03,DIMENSION,false,0,,
2024-01-15T23:16:00.000Z,2024-01-15,23,C,LOT-084,PROD-A,CLEAN,EQP-02,BATH-3,CAR-001,C,56.4,9.26,5.61,22,239,5.2,100,4,0.04,DIMENSION,false,0,,
2024-01-16T02:06:00.000Z,2024-01-16,2,A,LOT-085,PROD-B,CLEAN,EQP-04,BATH-3,CAR-010,B,58.6,14.34,5.41,25,59,1.06,100,3,0.03,SCRATCH,false,0,,
2024-01-16T05:40:00.000Z,2024-01-16,5,A,LOT-086,PROD-A,COAT,EQP-01,BATH-1,CAR-002,C,75.6,6.36,7.62,19,258,1.07,100,1,0.01,CONTAMINATION,false,0,,
2024-01-15T23:09:00.000Z,2024-01-15,23,C,LOT-087,PROD-A,CLEAN,EQP-03,BATH-2,CAR-002,A,42.9,12.71,5.7,15,327,12.18,100,3,0.03,CONTAMINATION,false,1,Particle count spike - possible contamination,Filter replaced
2024-01-15T17:41:00.000Z,2024-01-15,17,C,LOT-088,PROD-B,COAT,EQP-01,BATH-1,CAR-008,B,59.9,7.85,4.96,24,150,11.6,100,2,0.02,CONTAMINATION,false,0,,
2024-01-15T16:04:00.000Z,2024-01-15,16,C,LOT-089,PROD-A,ETCH,EQP-04,BATH-3,CAR-010,C,59,7.61,5.01,22,221,1.96,100,3,0.03,PARTICLE,false,0,,
2024-01-15T22:45:00.000Z,2024-01-15,22,C,LOT-090,PROD-A,COAT,EQP-03,BATH-2,CAR-008,A,67.2,14.81,3.54,17,394,14.85,100,5,0.05,DIMENSION,false,1,Filter replacement overdue,Carrier quarantined for inspection
2024-01-15T15:18:00.000Z,2024-01-15,15,B,LOT-091,PROD-A,CLEAN,EQP-04,BATH-1,CAR-005,B,65,11.95,5.53,28,237,3.2,100,3,0.03,CONTAMINATION,false,0,,
2024-01-16T09:27:00.000Z,2024-01-16,9,B,LOT-092,PROD-B,CLEAN,EQP-01,BATH-1,CAR-006,A,55.6,12.7,5,9,170,11.12,100,2,0.02,SCRATCH,false,0,,
2024-01-15T16:01:00.000Z,2024-01-15,16,C,LOT-093,PROD-B,COAT,EQP-01,BATH-3,CAR-010,A,65.1,8.16,6.69,8,288,8.28,100,2,0.02,PARTICLE,false,0,,
2024-01-15T20:38:00.000Z,2024-01-15,20,C,LOT-094,PROD-B,COAT,EQP-01,BATH-2,CAR-005,C,68.9,5.94,6.79,21,276,4.81,100,2,0.02,SCRATCH,false,0,,
2024-01-15T15:23:00.000Z,2024-01-15,15,B,LOT-095,PROD-A,INSPECT,EQP-02,BATH-3,CAR-010,B,40.1,11.36,5.16,8,264,9.55,100,3,0.03,CONTAMINATION,false,0,,
2024-01-16T10:50:00.000Z,2024-01-16,10,B,LOT-096,PROD-B,CLEAN,EQP-03,BATH-1,CAR-006,B,52.8,12.53,2.82,26,399,13.44,100,10,0.1,PARTICLE,true,1,Chemical bath concentration drift,Equipment cleaning scheduled
2024-01-16T05:19:00.000Z,2024-01-16,5,A,LOT-097,PROD-A,COAT,EQP-04,BATH-3,CAR-006,C,50.7,14.3,6.06,2,71,11.73,100,1,0.01,CONTAMINATION,false,0,,
2024-01-16T13:44:00.000Z,2024-01-16,13,B,LOT-098,PROD-A,INSPECT,EQP-02,BATH-1,CAR-007,A,58.9,11.17,6.34,2,75,7.51,100,4,0.04,PARTICLE,false,0,,
2024-01-16T02:13:00.000Z,2024-01-16,2,A,LOT-099,PROD-A,ETCH,EQP-04,BATH-3,CAR-003,C,42.9,8.85,4.35,26,135,6.32,100,3,0.03,CONTAMINATION,false,0,,
2024-01-16T13:06:00.000Z,2024-01-16,13,B,LOT-100,PROD-B,COAT,EQP-03,BATH-3,CAR-006,B,64.1,11.01,4.45,15,219,13.8,100,8,0.08,DIMENSION,true,1,Particle count spike - possible contamination,Maintenance team notified
2024-01-15T15:30:00.000Z,2024-01-15,15,B,LOT-101,PROD-A,CLEAN,EQP-02,BATH-2,CAR-003,A,62.4,11.75,3.8,1,173,8.36,100,3,0.03,DIMENSION,false,0,,
2024-01-16T13:10:00.000Z,2024-01-16,13,B,LOT-102,PROD-B,ETCH,EQP-02,BATH-3,CAR-007,A,65.4,9.36,5.93,7,259,9.62,100,2,0.02,DIMENSION,false,0,,
2024-01-16T01:44:00.000Z,2024-01-16,1,A,LOT-103,PROD-A,ETCH,EQP-01,BATH-3,CAR-006,B,64.7,14.89,2.72,19,164,1.14,100,3,0.03,PARTICLE,false,0,,
2024-01-15T16:14:00.000Z,2024-01-15,16,C,LOT-104,PROD-A,ETCH,EQP-03,BATH-1,CAR-005,A,40.1,6.98,7.66,23,204,10.67,100,5,0.05,DIMENSION,false,0,,
2024-01-16T01:54:00.000Z,2024-01-16,1,A,LOT-105,PROD-A,COAT,EQP-03,BATH-3,CAR-006,A,45.4,6.38,7.65,13,213,14.95,100,10,0.1,SCRATCH,true,0,,
2024-01-16T08:53:00.000Z,2024-01-16,8,B,LOT-106,PROD-B,COAT,EQP-01,BATH-2,CAR-001,C,67.6,6.68,2.67,29,78,3.93,100,3,0.03,DIMENSION,false,0,,
2024-01-15T18:04:00.000Z,2024-01-15,18,C,LOT-107,PROD-B,ETCH,EQP-04,BATH-1,CAR-009,C,56.5,12.89,2.71,10,240,8.38,100,3,0.03,CONTAMINATION,false,0,,
2024-01-15T23:50:00.000Z,2024-01-15,23,C,LOT-108,PROD-A,INSPECT,EQP-02,BATH-1,CAR-010,C,61.9,8.97,3.24,19,176,5.88,100,3,0.03,CONTAMINATION,false,0,,
2024-01-16T02:41:00.000Z,2024-01-16,2,A,LOT-109,PROD-A,ETCH,EQP-03,BATH-1,CAR-007,B,59.3,11.69,4.11,11,463,7.8,100,10,0.1,PARTICLE,true,0,,
2024-01-16T09:57:00.000Z,2024-01-16,9,B,LOT-110,PROD-B,COAT,EQP-04,BATH-2,CAR-005,B,59.1,11.46,7.1,2,77,2.67,100,3,0.03,DIMENSION,false,0,,
2024-01-15T18:11:00.000Z,2024-01-15,18,C,LOT-111,PROD-A,ETCH,EQP-01,BATH-2,CAR-003,B,60.9,7.27,4.19,14,215,0.97,100,1,0.01,PARTICLE,false,0,,
2024-01-16T04:05:00.000Z,2024-01-16,4,A,LOT-112,PROD-A,COAT,EQP-02,BATH-3,CAR-009,B,56.5,13.47,2.49,19,177,6.98,100,4,0.04,DIMENSION,false,0,,
2024-01-16T12:39:00.000Z,2024-01-16,12,B,LOT-113,PROD-A,ETCH,EQP-04,BATH-3,CAR-008,C,61.7,5.09,7.37,12,75,9.13,100,3,0.03,PARTICLE,false,0,,
2024-01-16T13:08:00.000Z,2024-01-16,13,B,LOT-114,PROD-A,ETCH,EQP-01,BATH-1,CAR-008,B,69.2,13.9,7.57,20,75,10.06,100,3,0.03,CONTAMINATION,false,0,,
2024-01-16T13:12:00.000Z,2024-01-16,13,B,LOT-115,PROD-A,COAT,EQP-02,BATH-1,CAR-009,A,54.1,14.98,4.34,16,230,11.21,100,3,0.03,DIMENSION,false,0,,
2024-01-15T17:17:00.000Z,2024-01-15,17,C,LOT-116,PROD-A,INSPECT,EQP-04,BATH-3,CAR-010,A,64.8,14.36,5.13,10,186,4.91,100,1,0.01,CONTAMINATION,false,0,,
2024-01-16T14:59:00.000Z,2024-01-16,14,B,LOT-117,PROD-B,COAT,EQP-01,BATH-3,CAR-003,B,47.7,14.29,2.46,12,107,0.48,100,2,0.02,CONTAMINATION,false,0,,
2024-01-16T12:52:00.000Z,2024-01-16,12,B,LOT-118,PROD-B,CLEAN,EQP-04,BATH-1,CAR-007,A,62.4,8.96,6.65,20,275,4.82,100,1,0.01,DIMENSION,false,0,,
2024-01-15T16:02:00.000Z,2024-01-15,16,C,LOT-119,PROD-B,ETCH,EQP-03,BATH-3,CAR-007,A,47.1,11.02,3.77,24,259,10.91,100,10,0.1,PARTICLE,true,1,EQP-03 carrier contamination (type B),Maintenance team notified
2024-01-16T11:03:00.000Z,2024-01-16,11,B,LOT-120,PROD-A,COAT,EQP-01,BATH-1,CAR-008,A,43.2,11.49,5.56,5,266,0.35,100,2,0.02,SCRATCH,false,0,,
2024-01-16T10:25:00.000Z,2024-01-16,10,B,LOT-121,PROD-B,INSPECT,EQP-04,BATH-2,CAR-010,B,58,8.86,3.28,22,256,0.59,100,2,0.02,DIMENSION,false,0,,
2024-01-16T14:24:00.000Z,2024-01-16,14,B,LOT-122,PROD-B,COAT,EQP-02,BATH-1,CAR-002,B,59.7,8.81,6.95,5,182,3.39,100,1,0.01,PARTICLE,false,0,,
2024-01-16T09:22:00.000Z,2024-01-16,9,B,LOT-123,PROD-B,ETCH,EQP-01,BATH-3,CAR-005,B,69,10.33,5.99,13,85,8.07,100,3,0.03,DIMENSION,false,0,,
2024-01-15T22:09:00.000Z,2024-01-15,22,C,LOT-124,PROD-A,COAT,EQP-03,BATH-1,CAR-002,B,61.2,9.81,7.47,26,443,15.5,100,10,0.1,SCRATCH,true,1,Particle count spike - possible contamination,Equipment cleaning scheduled
